Freq.,T,R,V
2.0325203252032518,3.8968123134156483,14.191661330603853,3.5869614662321596
2.4390243902439024,1.9778258897923413,9.129373008627597,2.4760128463918405
2.845528455284553,1.318216585815194,9.186246121819156,6.883272823152947
3.252032520325203,5.120505375344505,2.8432756685713216,7.34968820385953
3.6585365853658534,4.346363553389416,7.118714417969447,3.1167234943081854
4.0650406504065035,3.4742689484238376,16.695545831941843,4.016016534719816
4.471544715447155,5.575809906660496,2.4582840537357704,2.2586923673034285
4.878048780487805,3.084533346264222,12.03284114204539,6.546922113425053
5.284552845528455,2.5683984551196795,4.27515125514642,0.4551699209614882
5.691056910569106,2.2813390273638965,9.42965339857359,2.050937133684038
6.097560975609756,4.664722743120155,6.061323996202605,2.9567917439631923
6.504065040650406,3.9631969943406933,6.944670115255612,2.5773179072332106
6.9105691056910565,3.923496265532931,1.5706591917405464,2.0581811051506764
7.317073170731707,1.225198514367798,6.893517995353715,1.5067298841499515
7.723577235772358,5.707286165512794,12.801514382505282,1.6920799304875345
8.130081300813007,5.098905781702511,11.818071365373042,8.93972845434815
8.536585365853659,8.036889762492029,22.63987056958536,14.532261827393448
8.94308943089431,4.942154857047562,14.912103950793615,2.3693353589993493
9.34959349593496,2.696078294863128,6.141534929573135,3.956739868450411
9.75609756097561,5.5229232362155445,2.8517385363790457,5.412057233541452
10.16260162601626,6.122952630118035,9.226483268270547,3.2301268777508656
10.56910569105691,3.031548151895935,8.308351481788533,1.9427008725751969
10.97560975609756,1.763532833357288,5.517082560559286,5.331300112513223
11.382113821138212,4.475858574397955,4.499433917482053,6.570150605323845
11.788617886178862,5.539873436068515,3.807030212498711,6.852697430299016
12.195121951219512,4.798079798257915,9.66970303947755,6.853180802416466
12.601626016260163,2.797410347020433,4.435195880445634,4.36103047218487
13.008130081300813,4.973300692884511,1.7040548471160675,7.573576894787618
13.414634146341463,7.663365040583899,10.16321289684878,0.8097556098734383
13.821138211382113,7.577671382291342,6.167887908831661,6.935340481532376
14.227642276422763,1.94497860535703,0.9919356592121016,1.3563099256049898
14.634146341463413,2.2131102711219217,5.0302734653394605,5.536539644917374
15.040650406504065,6.96386879556372,4.685312715682554,1.603081791445132
15.447154471544716,2.0920075062653303,2.7039336252836996,8.058745597065355
15.853658536585366,1.6926429899133077,17.27724513601924,1.1053646964598045
16.260162601626014,4.908103419863208,6.595893126322327,9.760713661521546
16.666666666666668,2.580652298963326,11.327288292137487,3.7162402072274214
17.073170731707318,2.532640187547201,7.068915432148105,7.206535584089726
17.479674796747968,4.4084627708605035,8.18165184654716,4.346548744890399
17.88617886178862,9.708859733214332,6.104371163364152,4.108434090448164
18.29268292682927,3.6937443381085124,7.463370359277853,5.851258423796422
18.69918699186992,6.040242040711881,4.310775005697068,1.9531164701135841
19.10569105691057,1.5639848185138765,5.581576587911823,1.0287208891532678
19.51219512195122,3.4383945006796104,4.357682604793871,5.424846171870015
19.91869918699187,3.854933733113863,2.9015582714421764,2.6939808232043614
